Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable
?e  formerBandMember  ?a  ?e  hometown  ?b   ,?a  birthPlace  ?b,0.015007899,0.103665814,0.187192118,608,5865,3248,?a
?f  ideology  ?b  ?a  splitFromParty  ?f   ,?a  ideology  ?b,0.011781012,0.173469388,0.186813187,17,98,91,?a
?a  city  ?f  ?f  isPartOf  ?b   ,?a  mouthRegion  ?b,0.274509804,0.006825939,0.186666667,28,4102,150,?a
?e  primeMinister  ?a  ?e  primeMinister  ?b   ,?a  successor  ?b,0.102791014,0.168292003,0.186534898,604,3589,3238,?a
?b  successor  ?a   ,?a  successor  ?b,0.146868618,0.146868618,0.186393089,863,5876,4630,?a
?a  broadcastNetwork  ?f  ?b  owningCompany  ?f   ,?a  sisterStation  ?b,0.010903058,0.104072398,0.186234818,46,442,247,?b
?f  party  ?b  ?a  president  ?f   ,?a  otherParty  ?b,0.095890411,0.017258383,0.186170213,35,2028,188,?a
?b  leader  ?f  ?f  primeMinister  ?a   ,?a  otherParty  ?b,0.021917808,0.024464832,0.186046512,8,327,43,?a
?f  recordLabel  ?b  ?a  writer  ?f   ,?a  recordLabel  ?b,0.024431646,0.182146893,0.185971389,806,4425,4334,?a
?a  president  ?f  ?f  primeMinister  ?b   ,?a  successor  ?b,0.053267529,0.146604215,0.185866983,313,2135,1684,?a
?a  primeMinister  ?f  ?f  successor  ?b   ,?a  primeMinister  ?b,0.463584547,0.18573966,0.18573966,1464,7882,7882,?a
?f  birthPlace  ?b  ?a  president  ?f   ,?a  birthPlace  ?b,0.011552133,0.166134185,0.185714286,468,2817,2520,?a
?b  formerBandMember  ?f  ?a  producer  ?f   ,?a  musicalBand  ?b,0.031809145,0.067605634,0.185686654,96,1420,517,?b
?b  formerBandMember  ?f  ?a  producer  ?f   ,?a  musicalArtist  ?b,0.031809145,0.067605634,0.185686654,96,1420,517,?b
?a  influencedBy  ?f  ?f  license  ?b   ,?a  license  ?b,0.032679739,0.113636364,0.185185185,5,44,27,?a
?f  militaryRank  ?b  ?a  predecessor  ?f   ,?a  militaryRank  ?b,0.026315789,0.035799523,0.185185185,15,419,81,?a
?e  location  ?b  ?e  successor  ?a   ,?a  locationCity  ?b,0.011797363,0.072033898,0.184782609,17,236,92,?a
?b  spokenIn  ?a   ,?a  officialLanguage  ?b,0.28113879,0.094837935,0.184579439,79,833,428,?a
?f  relative  ?a  ?b  relative  ?f   ,?a  spouse  ?b,0.020585049,0.040296925,0.184466019,38,943,206,?b
?e  related  ?a  ?e  voice  ?b   ,?a  voice  ?b,0.03652968,0.184331797,0.184331797,80,434,434,?b
?b  deputy  ?f  ?a  leader  ?f   ,?a  leader  ?b,0.015730337,0.184210526,0.184210526,7,38,38,?a
?f  parent  ?a  ?b  relative  ?f   ,?a  parent  ?b,0.010703364,0.035353535,0.184210526,7,198,38,?a
?f  foundationPlace  ?b  ?a  owningCompany  ?f   ,?a  locationCountry  ?b,0.033857316,0.1005386,0.184210526,56,557,304,?a
?a  director  ?b   ,?a  creator  ?b,0.061366806,0.042024833,0.184100418,88,2094,478,?a
?b  predecessor  ?f  ?a  president  ?f   ,?a  president  ?b,0.243796256,0.184028919,0.184028919,560,3043,3043,?a
?a  developer  ?f  ?b  developer  ?f   ,?a  related  ?b,0.011275546,0.009478673,0.183908046,16,1688,87,?b
?a  country  ?f  ?f  leader  ?b   ,?a  monarch  ?b,0.023169601,0.000432152,0.183823529,25,57850,136,?a
?f  populationPlace  ?b  ?a  related  ?f   ,?a  populationPlace  ?b,0.202,0.183803458,0.183803458,606,3297,3297,?b
?f  president  ?a  ?b  successor  ?f   ,?a  vicePresident  ?b,0.231292517,0.013417522,0.183783784,34,2534,185,?b
?e  primeMinister  ?b  ?e  residence  ?a   ,?a  leader  ?b,0.020224719,0.030612245,0.183673469,9,294,49,?a
?f  parent  ?b  ?a  predecessor  ?f   ,?a  parent  ?b,0.027522936,0.132352941,0.183673469,18,136,98,?a
?f  parentCompany  ?a  ?b  subsidiary  ?f   ,?a  division  ?b,0.012747875,0.038461538,0.183673469,9,234,49,?a
?e  influencedBy  ?a  ?e  philosophicalSchool  ?b   ,?a  philosophicalSchool  ?b,0.323943662,0.084792627,0.183632735,92,1085,501,?a
?b  creator  ?f  ?a  starring  ?f   ,?a  previousWork  ?b,0.010773751,0.021317829,0.183333333,11,516,60,?a
?e  programmeFormat  ?b  ?e  sisterStation  ?a   ,?a  programmeFormat  ?b,0.250666667,0.136826783,0.183235867,94,687,513,?a
?e  distributingCompany  ?a  ?e  parentCompany  ?b   ,?a  distributingCompany  ?b,0.025369979,0.087591241,0.183206107,24,274,131,?a
?e  distributingLabel  ?a  ?e  parentCompany  ?b   ,?a  distributingCompany  ?b,0.025369979,0.087591241,0.183206107,24,274,131,?a
?e  distributingLabel  ?a  ?e  parentCompany  ?b   ,?a  distributingLabel  ?b,0.025369979,0.087591241,0.183206107,24,274,131,?a
?e  distributingCompany  ?a  ?e  parentCompany  ?b   ,?a  distributingLabel  ?b,0.025369979,0.087591241,0.183206107,24,274,131,?a
?a  primeMinister  ?f  ?b  successor  ?f   ,?a  primeMinister  ?b,0.474034199,0.183119266,0.183119266,1497,8175,8175,?a
?a  birthPlace  ?f  ?f  leader  ?b   ,?a  monarch  ?b,0.057460612,0.003328323,0.182890855,62,18628,339,?a
?f  country  ?b  ?a  recordedIn  ?f   ,?a  recordedIn  ?b,0.068318821,0.182795699,0.182795699,102,558,558,?a
?b  managerClub  ?a   ,?a  manager  ?b,0.696113074,0.053634631,0.182745826,197,3673,1078,?a
?f  capital  ?b  ?a  foundationPlace  ?f   ,?a  foundationPlace  ?b,0.079514825,0.182662539,0.182662539,59,323,323,?a
?b  musicFusionGenre  ?f  ?a  musicSubgenre  ?f   ,?a  musicSubgenre  ?b,0.042944785,0.077205882,0.182608696,21,272,115,?b
?f  programmeFormat  ?b  ?a  sisterStation  ?f   ,?a  programmeFormat  ?b,0.250666667,0.135251799,0.182524272,94,695,515,?a
?a  developer  ?f  ?f  successor  ?b   ,?a  publisher  ?b,0.010752688,0.133333333,0.181818182,2,15,11,?a
?a  developer  ?f  ?b  predecessor  ?f   ,?a  publisher  ?b,0.010752688,0.117647059,0.181818182,2,17,11,?a
?a  creator  ?b  ?a  executiveProducer  ?b   ,?a  narrator  ?b,0.021390374,0.009049774,0.181818182,4,442,22,?a
?a  author  ?b  ?a  producer  ?b   ,?a  narrator  ?b,0.010695187,0.022727273,0.181818182,2,88,11,?a
?b  developer  ?f  ?f  service  ?a   ,?a  operatingSystem  ?b,0.010050251,0.066666667,0.181818182,2,30,11,?a
?e  city  ?a  ?e  country  ?b   ,?a  department  ?b,0.013605442,0.00143472,0.181818182,2,1394,11,?a
?f  country  ?b  ?a  municipality  ?f   ,?a  sourceRegion  ?b,0.014184397,0.086956522,0.181818182,2,23,11,?a
?e  parent  ?a  ?e  relative  ?b   ,?a  relation  ?b,0.015810277,0.014440433,0.181818182,4,277,22,?b
?e  primeMinister  ?a  ?e  profession  ?b   ,?a  profession  ?b,0.013779528,0.030837004,0.181818182,14,454,77,?a
?b  executiveProducer  ?f  ?f  spouse  ?a   ,?a  notableWork  ?b,0.011904762,0.010638298,0.181818182,2,188,11,?b
?a  formerBroadcastNetwork  ?f  ?b  parentOrganisation  ?f   ,?a  formerBroadcastNetwork  ?b,0.015503876,0.181818182,0.181818182,2,11,11,?a
?a  owningCompany  ?f  ?f  parentCompany  ?b   ,?a  owner  ?b,0.011705686,0.036649215,0.181818182,14,382,77,?a
?f  isPartOf  ?b  ?a  region  ?f   ,?a  mouthRegion  ?b,0.019607843,0.006134969,0.181818182,2,326,11,?a
?e  deathPlace  ?a  ?e  deathPlace  ?b   ,?a  country  ?b,0.028019001,0.10678925,0.181534023,755,7070,4159,?a
?f  predecessor  ?b  ?a  primeMinister  ?f   ,?a  primeMinister  ?b,0.34768841,0.18127786,0.18127786,1098,6057,6057,?a
?e  producer  ?a  ?e  recordLabel  ?b   ,?a  recordLabel  ?b,0.02449227,0.084254432,0.181084715,808,9590,4462,?a
?a  birthPlace  ?b   ,?a  region  ?b,0.118868758,0.006640008,0.18077957,269,40512,1488,?a
?f  otherParty  ?b  ?a  primeMinister  ?f   ,?a  party  ?b,0.010757829,0.157342657,0.180722892,45,286,249,?a
?a  keyPerson  ?b   ,?a  owningCompany  ?b,0.027659574,0.035911602,0.180555556,39,1086,216,?a
?a  governor  ?f  ?f  successor  ?b   ,?a  governor  ?b,0.206303725,0.180451128,0.180451128,72,399,399,?a
?a  series  ?f  ?b  series  ?f   ,?a  spouse  ?b,0.01191766,0.00232288,0.180327869,22,9471,122,?b
?a  creator  ?f  ?b  creator  ?f   ,?a  child  ?b,0.034810127,0.004240555,0.180327869,22,5188,122,?b
?e  hometown  ?a  ?e  hometown  ?b   ,?a  isPartOf  ?b,0.023867964,0.072224357,0.17996171,564,7809,3134,?a
?f  deathPlace  ?b  ?a  parent  ?f   ,?a  restingPlace  ?b,0.021398003,0.049180328,0.179640719,30,610,167,?a
?b  successor  ?a   ,?a  subsidiary  ?b,0.016166282,0.001191287,0.179487179,7,5876,39,?b
?a  producer  ?b   ,?a  executiveProducer  ?b,0.026175214,0.005822243,0.179487179,49,8416,273,?a
?a  riverMouth  ?f  ?f  sourceMountain  ?b   ,?a  sourcePlace  ?b,0.039106145,0.066037736,0.179487179,7,106,39,?a
?a  riverMouth  ?f  ?f  sourcePlace  ?b   ,?a  sourcePlace  ?b,0.039106145,0.066037736,0.179487179,7,106,39,?a
?e  riverMouth  ?a  ?e  sourceMountain  ?b   ,?a  sourcePlace  ?b,0.039106145,0.059322034,0.179487179,7,118,39,?a
?e  riverMouth  ?a  ?e  sourcePlace  ?b   ,?a  sourcePlace  ?b,0.039106145,0.059322034,0.179487179,7,118,39,?a
?f  executiveProducer  ?a  ?b  related  ?f   ,?a  notableWork  ?b,0.041666667,0.013972056,0.179487179,7,501,39,?b
?a  riverMouth  ?f  ?f  sourceMountain  ?b   ,?a  sourceMountain  ?b,0.039106145,0.066037736,0.179487179,7,106,39,?a
?a  riverMouth  ?f  ?f  sourcePlace  ?b   ,?a  sourceMountain  ?b,0.039106145,0.066037736,0.179487179,7,106,39,?a
?e  riverMouth  ?a  ?e  sourcePlace  ?b   ,?a  sourceMountain  ?b,0.039106145,0.059322034,0.179487179,7,118,39,?a
?e  riverMouth  ?a  ?e  sourceMountain  ?b   ,?a  sourceMountain  ?b,0.039106145,0.059322034,0.179487179,7,118,39,?a
?a  predecessor  ?f  ?b  primeMinister  ?f   ,?a  president  ?b,0.116673923,0.041576171,0.179384203,268,6446,1494,?a
?f  birthPlace  ?b  ?a  predecessor  ?f   ,?a  residence  ?b,0.03033367,0.013260645,0.179282869,90,6787,502,?a
?a  commander  ?e  ?e  monarch  ?b   ,?a  commander  ?b,0.013884604,0.128939828,0.179282869,45,349,251,?b
?e  derivative  ?a  ?e  stylisticOrigin  ?b   ,?a  stylisticOrigin  ?b,0.196886832,0.172058824,0.17924167,468,2720,2611,?a
?a  series  ?f  ?b  series  ?f   ,?a  relative  ?b,0.075564279,0.008130081,0.178654292,77,9471,431,?b
?b  militaryUnit  ?a   ,?a  notableCommander  ?b,0.019157088,0.02173913,0.178571429,5,230,28,?b
?a  parent  ?f  ?b  relative  ?f   ,?a  child  ?b,0.015822785,0.082644628,0.178571429,10,121,56,?b
?a  headquarter  ?f  ?b  largestCity  ?f   ,?a  jurisdiction  ?b,0.046296296,0.00990099,0.178571429,5,505,28,?a
?b  largestCity  ?f  ?a  location  ?f   ,?a  jurisdiction  ?b,0.046296296,0.002285192,0.178571429,5,2188,28,?a
?e  creator  ?a  ?e  related  ?b   ,?a  knownFor  ?b,0.015455951,0.025510204,0.178571429,10,392,56,?b
?b  routeJunction  ?f  ?a  routeStart  ?f   ,?a  routeStart  ?b,0.025252525,0.052083333,0.178571429,5,96,28,?b
?e  militaryBranch  ?b  ?e  militaryUnit  ?a   ,?a  commandStructure  ?b,0.031446541,0.041322314,0.178571429,5,121,28,?a
?f  portrayer  ?b  ?a  spouse  ?f   ,?a  portrayer  ?b,0.026041667,0.178571429,0.178571429,10,56,56,?b
?e  portrayer  ?b  ?e  spouse  ?a   ,?a  portrayer  ?b,0.026041667,0.178571429,0.178571429,10,56,56,?b
?a  successor  ?b   ,?a  predecessor  ?b,0.154560129,0.13036079,0.178430002,766,5876,4293,?b
?b  creator  ?f  ?a  developer  ?f   ,?a  related  ?b,0.012684989,0.051724138,0.178217822,18,348,101,?b
?a  primeMinister  ?f  ?f  profession  ?b   ,?a  profession  ?b,0.017716535,0.027314112,0.178217822,18,659,101,?a
?e  country  ?b  ?e  owningCompany  ?a   ,?a  foundationPlace  ?b,0.017520216,0.032258065,0.178082192,13,403,73,?a
?f  capital  ?b  ?a  locationCity  ?f   ,?a  foundationPlace  ?b,0.010781671,0.037209302,0.177777778,8,215,45,?a
?e  director  ?b  ?e  related  ?a   ,?a  creator  ?b,0.016736402,0.101265823,0.177777778,24,237,135,?a
?f  largestCity  ?b  ?a  locationCountry  ?f   ,?a  foundationPlace  ?b,0.025606469,0.016934046,0.177570093,19,1122,107,?a
?f  isPartOf  ?b  ?a  metropolitanBorough  ?f   ,?a  region  ?b,0.013256739,0.071942446,0.177514793,30,417,169,?a
?f  largestCity  ?b  ?a  locationCountry  ?f   ,?a  locationCity  ?b,0.061068702,0.078431373,0.177419355,88,1122,496,?a
?e  city  ?b  ?a  routeJunction  ?e   ,?a  routeJunction  ?b,0.014175258,0.032835821,0.177419355,11,335,62,?b
?e  birthPlace  ?a  ?e  birthPlace  ?b   ,?a  department  ?b,0.210884354,0.001281892,0.177142857,31,24183,175,?a
?a  predecessor  ?b   ,?a  primeMinister  ?b,0.123179227,0.078490718,0.177140255,389,4956,2196,?a
?e  militaryRank  ?b  ?e  president  ?a   ,?a  militaryRank  ?b,0.029824561,0.080188679,0.177083333,17,212,96,?a
?e  broadcastArea  ?a  ?e  language  ?b   ,?a  language  ?b,0.02537594,0.129807692,0.17704918,108,832,610,?a
?b  president  ?f  ?f  primeMinister  ?a   ,?a  primeMinister  ?b,0.071247625,0.105386417,0.177025964,225,2135,1271,?a
?a  executiveProducer  ?b   ,?a  director  ?b,0.039637058,0.044337607,0.176972281,83,1872,469,?a
?f  predecessor  ?a  ?b  primeMinister  ?f   ,?a  president  ?b,0.105790161,0.040118871,0.176855895,243,6057,1374,?a
?f  location  ?b  ?a  parentCompany  ?f   ,?a  locationCity  ?b,0.020124913,0.028798411,0.176829268,29,1007,164,?a
?a  canton  ?f  ?b  isPartOf  ?f   ,?a  district  ?b,0.072532699,0.102348993,0.176811594,61,596,345,?a
?a  broadcastArea  ?f  ?f  language  ?b   ,?a  language  ?b,0.036184211,0.091448931,0.176605505,154,1684,872,?a
?b  foundedBy  ?a   ,?a  employer  ?b,0.017751479,0.004643963,0.176470588,3,646,17,?b
?a  presenter  ?b   ,?a  showJudge  ?b,0.012552301,0.009433962,0.176470588,3,318,17,?b
?f  capital  ?b  ?a  locationCountry  ?f   ,?a  foundationPlace  ?b,0.03638814,0.01709943,0.176470588,27,1579,153,?a
?f  largestCity  ?b  ?a  mouthRegion  ?f   ,?a  mouthMountain  ?b,0.011494253,0.078947368,0.176470588,3,38,17,?a
?f  division  ?a  ?b  owner  ?f   ,?a  subsidiary  ?b,0.055427252,0.075949367,0.176470588,24,316,136,?b
?f  largestCity  ?b  ?a  mouthRegion  ?f   ,?a  mouthPlace  ?b,0.011494253,0.078947368,0.176470588,3,38,17,?a
?b  company  ?f  ?f  foundedBy  ?a   ,?a  knownFor  ?b,0.013910355,0.018,0.176470588,9,500,51,?b
?f  creator  ?a  ?b  related  ?f   ,?a  knownFor  ?b,0.013910355,0.023316062,0.176470588,9,386,51,?b
?a  goldMedalist  ?f  ?b  silverMedalist  ?f   ,?a  previousEvent  ?b,0.029126214,0.157894737,0.176470588,3,19,17,?a
?a  district  ?f  ?b  district  ?f   ,?a  neighboringMunicipality  ?b,0.205128205,0.038729198,0.17630854,128,3305,726,?b
?b  president  ?f  ?f  primeMinister  ?a   ,?a  successor  ?b,0.056841389,0.156440281,0.176067475,334,2135,1897,?a
?f  location  ?b  ?a  owningCompany  ?f   ,?a  locationCountry  ?b,0.060459492,0.105708245,0.176056338,100,946,568,?a
?a  birthPlace  ?b   ,?a  nationality  ?b,0.259847733,0.019376975,0.175654509,785,40512,4469,?a
?e  headquarter  ?b  ?e  language  ?a   ,?a  spokenIn  ?b,0.036014406,0.068181818,0.175438596,30,440,171,?b
?f  location  ?b  ?a  restingPlace  ?f   ,?a  restingPlace  ?b,0.019258203,0.175324675,0.175324675,27,154,154,?a
?a  keyPerson  ?b   ,?a  foundedBy  ?b,0.094427245,0.056169429,0.175287356,61,1086,348,?b
?a  commandStructure  ?f  ?f  headquarter  ?b   ,?a  garrison  ?b,0.01703163,0.155555556,0.175,7,45,40,?b
?f  race  ?b  ?a  trainer  ?f   ,?a  race  ?b,0.061608229,0.168227122,0.174937186,557,3311,3184,?a
?a  director  ?f  ?b  executiveProducer  ?f   ,?a  series  ?b,0.098765432,0.011860638,0.174863388,32,2698,183,?a
?a  deathPlace  ?b   ,?a  citizenship  ?b,0.118421053,0.002560091,0.174757282,36,14062,206,?a
?b  successor  ?a   ,?a  associate  ?b,0.106818182,0.007998639,0.17472119,47,5876,269,?b
?a  company  ?f  ?f  keyPerson  ?b   ,?a  creator  ?b,0.055788006,0.092165899,0.174672489,80,868,458,?a
?e  monarch  ?a  ?e  monarch  ?b   ,?a  parent  ?b,0.056574924,0.09919571,0.174528302,37,373,212,?a
?b  canton  ?f  ?a  neighboringMunicipality  ?f   ,?a  neighboringMunicipality  ?b,0.024038462,0.157894737,0.174418605,15,95,86,?b
?a  assembly  ?f  ?f  isPartOf  ?b   ,?a  assembly  ?b,0.017142857,0.033007335,0.174193548,27,818,155,?b
?f  license  ?b  ?a  operatingSystem  ?f   ,?a  license  ?b,0.104575163,0.122137405,0.173913043,16,131,92,?a
?a  creator  ?f  ?b  executiveProducer  ?f   ,?a  related  ?b,0.067653277,0.034719711,0.173913043,96,2765,552,?b
?a  company  ?f  ?f  foundedBy  ?b   ,?a  creator  ?b,0.027894003,0.08,0.173913043,40,500,230,?a
?e  related  ?a  ?e  starring  ?b   ,?a  presenter  ?b,0.012578616,0.003117693,0.173913043,4,1283,23,?b
?f  militaryRank  ?b  ?a  president  ?f   ,?a  militaryRank  ?b,0.042105263,0.035346097,0.173913043,24,679,138,?a
?e  birthPlace  ?b  ?e  predecessor  ?a   ,?a  residence  ?b,0.032018874,0.013515436,0.173357664,95,7029,548,?a
?e  starring  ?b  ?e  subsequentWork  ?a   ,?a  voice  ?b,0.011872146,0.035616438,0.173333333,26,730,150,?b
?b  primeMinister  ?f  ?f  successor  ?a   ,?a  president  ?b,0.138006095,0.040218219,0.173318753,317,7882,1829,?a
?a  derivative  ?f  ?b  musicSubgenre  ?f   ,?a  stylisticOrigin  ?b,0.036600757,0.171259843,0.173306773,87,508,502,?a
?e  headquarter  ?b  ?e  sisterStation  ?a   ,?a  locationCountry  ?b,0.102176542,0.117361111,0.173155738,169,1440,976,?a
?a  president  ?f  ?f  successor  ?b   ,?a  president  ?b,0.292990858,0.173052199,0.173052199,673,3889,3889,?a
?a  child  ?b   ,?a  relation  ?b,0.019762846,0.007911392,0.172413793,5,632,29,?b
?e  deputy  ?b  ?e  successor  ?a   ,?a  associate  ?b,0.011363636,0.004659832,0.172413793,5,1073,29,?b
?e  associate  ?b  ?e  predecessor  ?a   ,?a  deputy  ?b,0.011682243,0.016286645,0.172413793,5,307,29,?b
?a  parentCompany  ?f  ?f  regionServed  ?b   ,?a  regionServed  ?b,0.018128655,0.172222222,0.172222222,31,180,180,?b
?a  deathPlace  ?f  ?f  largestCity  ?b   ,?a  residence  ?b,0.010448264,0.009139151,0.172222222,31,3392,180,?a
?a  monarch  ?f  ?b  successor  ?f   ,?a  monarch  ?b,0.179796108,0.172138421,0.172138421,194,1127,1127,?a
?f  distributingCompany  ?b  ?a  parentCompany  ?f   ,?a  distributingCompany  ?b,0.016913319,0.102564103,0.172043011,16,156,93,?a
?f  distributingLabel  ?b  ?a  parentCompany  ?f   ,?a  distributingCompany  ?b,0.016913319,0.102564103,0.172043011,16,156,93,?a
?e  deathPlace  ?a  ?e  party  ?b   ,?a  leaderParty  ?b,0.017094017,0.009708738,0.172043011,16,1648,93,?a
?f  distributingLabel  ?b  ?a  parentCompany  ?f   ,?a  distributingLabel  ?b,0.016913319,0.102564103,0.172043011,16,156,93,?a
?f  distributingCompany  ?b  ?a  parentCompany  ?f   ,?a  distributingLabel  ?b,0.016913319,0.102564103,0.172043011,16,156,93,?a
?f  country  ?b  ?a  riverMouth  ?f   ,?a  sourceCountry  ?b,0.178807947,0.049907579,0.171974522,27,541,157,?a
?a  executiveProducer  ?b   ,?a  voice  ?b,0.010502283,0.012286325,0.171641791,23,1872,134,?b
?b  deputy  ?a   ,?a  president  ?b,0.010448411,0.056074766,0.171428571,24,428,140,?a
?b  director  ?a   ,?a  notableWork  ?b,0.035714286,0.00286533,0.171428571,6,2094,35,?b
?e  restingPlace  ?a  ?e  successor  ?b   ,?a  leader  ?b,0.013483146,0.012820513,0.171428571,6,468,35,?a
?f  deputy  ?b  ?a  predecessor  ?f   ,?a  associate  ?b,0.013636364,0.006550218,0.171428571,6,916,35,?b
?b  owningCompany  ?f  ?f  parentCompany  ?a   ,?a  subsidiary  ?b,0.013856813,0.015706806,0.171428571,6,382,35,?b
?a  district  ?f  ?f  isPartOf  ?b   ,?a  sourceRegion  ?b,0.042553191,0.004169562,0.171428571,6,1439,35,?a
?b  artist  ?f  ?a  producer  ?f   ,?a  album  ?b,0.279279279,0.034203751,0.171270718,93,2719,543,?a
?a  owningCompany  ?f  ?b  subsidiary  ?f   ,?a  owningCompany  ?b,0.022695035,0.171122995,0.171122995,32,187,187,?a
?a  developer  ?b   ,?a  company  ?b,0.011235955,0.062211982,0.170886076,27,434,158,?a
?a  parent  ?f  ?f  relative  ?b   ,?a  child  ?b,0.011075949,0.070707071,0.170731707,7,99,41,?b
?a  creator  ?f  ?b  producer  ?f   ,?a  related  ?b,0.020436927,0.024765158,0.170588235,29,1171,170,?b
?e  foundationPlace  ?b  ?e  parentCompany  ?a   ,?a  locationCity  ?b,0.010409438,0.086206897,0.170454545,15,174,88,?a
?a  headquarter  ?f  ?f  isPartOf  ?b   ,?a  jurisdiction  ?b,0.138888889,0.007932311,0.170454545,15,1891,88,?a
?f  isPartOf  ?b  ?a  location  ?f   ,?a  jurisdiction  ?b,0.138888889,0.001810064,0.170454545,15,8287,88,?a
?f  parent  ?b  ?a  successor  ?f   ,?a  parent  ?b,0.02293578,0.091463415,0.170454545,15,164,88,?a
?e  parent  ?b  ?e  successor  ?a   ,?a  parent  ?b,0.02293578,0.127118644,0.170454545,15,118,88,?a
?b  primeMinister  ?f  ?a  successor  ?f   ,?a  president  ?b,0.134523291,0.037798165,0.170341786,309,8175,1814,?a
?a  almaMater  ?f  ?f  state  ?b   ,?a  deathPlace  ?b,0.011235955,0.059242595,0.170258621,158,2667,928,?a
?a  relatedMeanOfTransportation  ?f  ?f  successor  ?b   ,?a  manufacturer  ?b,0.024691358,0.170212766,0.170212766,8,47,47,?a
?a  deathPlace  ?b   ,?a  nationality  ?b,0.129096326,0.027734319,0.170008718,390,14062,2294,?a
?b  capital  ?f  ?a  locationCity  ?f   ,?a  regionServed  ?b,0.02748538,0.040517241,0.16967509,47,1160,277,?b
?a  language  ?f  ?f  spokenIn  ?b   ,?a  location  ?b,0.014658878,0.014499073,0.169211196,133,9173,786,?a
?b  musicFusionGenre  ?f  ?f  musicSubgenre  ?a   ,?a  stylisticOrigin  ?b,0.019352125,0.161403509,0.169117647,46,285,272,?a
?e  occupation  ?b  ?e  successor  ?a   ,?a  profession  ?b,0.011811024,0.015056462,0.169014085,12,797,71,?a
?a  birthPlace  ?b   ,?a  stateOfOrigin  ?b,0.274927396,0.007010269,0.168947055,284,40512,1681,?a
?f  owningCompany  ?b  ?a  owningCompany  ?f   ,?a  owner  ?b,0.010869565,0.035135135,0.168831169,13,370,77,?a
?e  president  ?a  ?e  president  ?b   ,?a  successor  ?b,0.045098707,0.143865364,0.168789809,265,1842,1570,?a
?b  successor  ?f  ?a  vicePresident  ?f   ,?a  vicePresident  ?b,0.108843537,0.074074074,0.168421053,16,216,95,?b
?f  successor  ?b  ?a  vicePresident  ?f   ,?a  vicePresident  ?b,0.108843537,0.077669903,0.168421053,16,206,95,?b
?f  capital  ?b  ?a  restingPlace  ?f   ,?a  restingPlace  ?b,0.038516405,0.168224299,0.168224299,54,321,321,?a
?a  parentCompany  ?f  ?f  product  ?b   ,?a  product  ?b,0.040850354,0.064986737,0.168096055,98,1508,583,?a
?b  leader  ?f  ?f  party  ?a   ,?a  headquarter  ?b,0.019323671,0.112676056,0.168067227,40,355,238,?a
?b  primeMinister  ?a   ,?a  successor  ?b,0.083049694,0.154528182,0.167755242,488,3158,2909,?a
?a  associatedMusicalArtist  ?f  ?f  instrument  ?b   ,?a  instrument  ?b,0.083026057,0.074218535,0.167680278,1351,18203,8057,?a
?a  associatedBand  ?f  ?f  instrument  ?b   ,?a  instrument  ?b,0.083026057,0.074218535,0.167680278,1351,18203,8057,?a
?b  party  ?a   ,?a  president  ?b,0.015672616,0.008606263,0.16744186,36,4183,215,?a
?a  city  ?b   ,?a  routeEnd  ?b,0.1875,0.010468159,0.166666667,36,3439,216,?b
?b  notableCommander  ?a   ,?a  militaryUnit  ?b,0.02173913,0.019157088,0.166666667,5,261,30,?a
?a  keyPerson  ?b   ,?a  owner  ?b,0.027591973,0.03038674,0.166666667,33,1086,198,?a
?a  primeMinister  ?b  ?b  successor  ?a   ,?a  president  ?b,0.012625163,0.05942623,0.166666667,29,488,174,?a
?b  isPartOf  ?f  ?f  region  ?a   ,?a  province  ?b,0.020689655,0.020979021,0.166666667,3,143,18,?a
?a  director  ?b  ?a  writer  ?b   ,?a  narrator  ?b,0.016042781,0.013157895,0.166666667,3,228,18,?a
?a  creator  ?b  ?a  director  ?b   ,?a  narrator  ?b,0.010695187,0.022727273,0.166666667,2,88,12,?a
?e  developer  ?a  ?e  developer  ?b   ,?a  operatingSystem  ?b,0.010050251,0.003636364,0.166666667,2,550,12,?a
?e  musicFusionGenre  ?b  ?a  musicSubgenre  ?e   ,?a  musicSubgenre  ?b,0.055214724,0.082822086,0.166666667,27,326,162,?b
?b  leader  ?f  ?a  predecessor  ?f   ,?a  otherParty  ?b,0.010958904,0.008130081,0.166666667,4,492,24,?a
?f  mergedIntoParty  ?b  ?a  otherParty  ?f   ,?a  otherParty  ?b,0.021917808,0.166666667,0.166666667,8,48,48,?a
?a  ethnicGroup  ?f  ?f  related  ?b   ,?a  ethnicGroup  ?b,0.121019108,0.090909091,0.166666667,38,418,228,?b
?b  city  ?f  ?a  mouthMountain  ?f   ,?a  riverMouth  ?b,0.080118694,0.117391304,0.166666667,27,230,162,?a
?b  city  ?f  ?a  mouthPlace  ?f   ,?a  riverMouth  ?b,0.080118694,0.117391304,0.166666667,27,230,162,?a
?b  predecessor  ?f  ?f  taoiseach  ?a   ,?a  deputy  ?b,0.011682243,0.042735043,0.166666667,5,117,30,?b
?a  location  ?f  ?b  region  ?f   ,?a  nearestCity  ?b,0.012765957,0.000087171,0.166666667,3,34415,18,?b
?b  executiveProducer  ?f  ?a  spouse  ?f   ,?a  notableWork  ?b,0.011904762,0.012048193,0.166666667,2,166,12,?b
?a  commander  ?f  ?b  monarch  ?f   ,?a  commander  ?b,0.019129898,0.032943677,0.166666667,62,1882,372,?b
