Body,Head,Head_Coverage,Standard_Confidence,PCA_Confidence,Support,Body_Size,Pca_Body_Size,Functional_variable
?a  comorbidity  Depression  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ALK_Positive,0.026883,0.307116,0.307116,328,1068,1068,?a
?a  comorbidity  Depression  ?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  ALK_Positive,0.034505,0.307075,0.307075,421,1371,1371,?a
?a  ageCategory  young  ?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  ROS1_Positive,0.05352,0.306861,0.306861,653,2128,2128,?a
?a  hasRelapse  Yes  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ALK_Positive,0.032702,0.306687,0.306687,399,1301,1301,?a
?a  comorbidity  Others  ?a  sex  female   ,?a  biomarker  ALK_Positive,0.054422,0.306556,0.306556,664,2166,2166,?a
?a  drug  Vinorelbine  ?a  sex  male   ,?a  biomarker  ROS1_Positive,0.045406,0.306416,0.306416,554,1808,1808,?a
?a  ageCategory  young  ?a  drug  Nivolumab   ,?a  biomarker  ALK_Positive,0.04098,0.306373,0.306373,500,1632,1632,?a
?a  comorbidity  Others  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ROS1_Positive,0.02885,0.306353,0.306353,352,1149,1149,?a
?a  ageCategory  old  ?a  smokingHabit  NonSmoker   ,?a  biomarker  EGFR_Positive,0.031637,0.306349,0.306349,386,1260,1260,?a
?a  comorbidity  Others  ?a  drug  Cisplatin   ,?a  biomarker  EGFR_Positive,0.037292,0.306191,0.306191,455,1486,1486,?a
?a  drug  Vinorelbine   ,?a  biomarker  ALK_Positive,0.088927,0.306151,0.306151,1085,3544,3544,?a
?a  hasRelapse  Yes  ?a  sex  male   ,?a  biomarker  ROS1_Positive,0.063192,0.306074,0.306074,771,2519,2519,?a
?a  comorbidity  Depression  ?a  hasRelapse  Yes   ,?a  biomarker  ALK_Positive,0.052946,0.306016,0.306016,646,2111,2111,?a
?a  comorbidity  Others  ?a  hasRelapse  No   ,?a  biomarker  ALK_Positive,0.053684,0.305932,0.305932,655,2141,2141,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Carboplatin   ,?a  biomarker  EGFR_Positive,0.0368,0.305858,0.305858,449,1468,1468,?a
?a  drug  Carboplatin  ?a  hasRelapse  Yes   ,?a  biomarker  ROS1_Positive,0.042783,0.3058,0.3058,522,1707,1707,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  male   ,?a  biomarker  EGFR_Positive,0.053848,0.305724,0.305724,657,2149,2149,?a
?a  comorbidity  Depression  ?a  comorbidity  Others   ,?a  biomarker  ROS1_Positive,0.035079,0.305714,0.305714,428,1400,1400,?a
?a  ageCategory  young  ?a  hasRelapse  Yes   ,?a  biomarker  ALK_Positive,0.063028,0.305522,0.305522,769,2517,2517,?a
?a  comorbidity  Others   ,?a  biomarker  ALK_Positive,0.107696,0.305226,0.305226,1314,4305,4305,?a
?a  ageCategory  old  ?a  comorbidity  Cardiopathy   ,?a  biomarker  EGFR_Positive,0.052127,0.305182,0.305182,636,2084,2084,?a
?a  comorbidity  Cardiopathy  ?a  drug  Afatinib   ,?a  biomarker  EGFR_Positive,0.036882,0.305085,0.305085,450,1475,1475,?a
?a  ageCategory  young   ,?a  biomarker  ROS1_Positive,0.124416,0.304942,0.304942,1518,4978,4978,?a
?a  hasRelapse  Yes   ,?a  biomarker  ALK_Positive,0.125236,0.304747,0.304747,1528,5014,5014,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  ROS1_Positive,0.105893,0.304717,0.304717,1292,4240,4240,?a
?a  hasRelapse  Yes  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ROS1_Positive,0.032456,0.304381,0.304381,396,1301,1301,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  Yes   ,?a  biomarker  ROS1_Positive,0.052209,0.304202,0.304202,637,2094,2094,?a
?a  ageCategory  old  ?a  drug  Cisplatin   ,?a  biomarker  ALK_Positive,0.044177,0.304176,0.304176,539,1772,1772,?a
?a  sex  male   ,?a  biomarker  ROS1_Positive,0.126055,0.303953,0.303953,1538,5060,5060,?a
?a  hasRelapse  Yes   ,?a  biomarker  ROS1_Positive,0.124908,0.303949,0.303949,1524,5014,5014,?a
?a  drug  Afatinib  ?a  drug  Nivolumab   ,?a  biomarker  ALK_Positive,0.021474,0.303944,0.303944,262,862,862,?a
?a  comorbidity  Others  ?a  drug  Vinorelbine   ,?a  biomarker  ROS1_Positive,0.038685,0.303928,0.303928,472,1553,1553,?a
?a  comorbidity  Cardiopathy  ?a  drug  Cisplatin   ,?a  biomarker  ALK_Positive,0.03803,0.303864,0.303864,464,1527,1527,?a
?a  comorbidity  Others  ?a  hasRelapse  No   ,?a  biomarker  ROS1_Positive,0.053274,0.303596,0.303596,650,2141,2141,?a
?a  ageCategory  old  ?a  hasRelapse  Yes   ,?a  biomarker  EGFR_Positive,0.062126,0.303564,0.303564,758,2497,2497,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  No   ,?a  biomarker  ALK_Positive,0.052783,0.303487,0.303487,644,2122,2122,?a
?a  smokingHabit  NonSmoker   ,?a  biomarker  ALK_Positive,0.061716,0.303262,0.303262,753,2483,2483,?a
?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ALK_Positive,0.064749,0.303147,0.303147,790,2606,2606,?a
?a  ageCategory  old  ?a  sex  male   ,?a  biomarker  EGFR_Positive,0.063765,0.303078,0.303078,778,2567,2567,?a
?a  ageCategory  old  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ROS1_Positive,0.033194,0.302917,0.302917,405,1337,1337,?a
?a  ageCategory  old   ,?a  biomarker  EGFR_Positive,0.124662,0.302867,0.302867,1521,5022,5022,?a
?a  ageCategory  old   ,?a  biomarker  ALK_Positive,0.124662,0.302867,0.302867,1521,5022,5022,?a
?a  ageCategory  young  ?a  drug  Afatinib   ,?a  biomarker  ALK_Positive,0.043029,0.302768,0.302768,525,1734,1734,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  No   ,?a  biomarker  EGFR_Positive,0.052619,0.302545,0.302545,642,2122,2122,?a
?a  drug  Cisplatin  ?a  hasRelapse  No   ,?a  biomarker  ALK_Positive,0.044587,0.30239,0.30239,544,1799,1799,?a
?a  drug  Afatinib  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ROS1_Positive,0.021883,0.302378,0.302378,267,883,883,?a
?a  comorbidity  Cardiopathy  ?a  drug  Afatinib   ,?a  biomarker  ALK_Positive,0.036472,0.301695,0.301695,445,1475,1475,?a
?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ROS1_Positive,0.064421,0.301612,0.301612,786,2606,2606,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  ROS1_Positive,0.02467,0.301603,0.301603,301,998,998,?a
?a  drug  Cisplatin  ?a  sex  female   ,?a  biomarker  EGFR_Positive,0.042701,0.301505,0.301505,521,1728,1728,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  ALK_Positive,0.104746,0.301415,0.301415,1278,4240,4240,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  EGFR_Positive,0.03385,0.30124,0.30124,413,1371,1371,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Others   ,?a  biomarker  ROS1_Positive,0.034259,0.300936,0.300936,418,1389,1389,?a
?a  ageCategory  young   ,?a  biomarker  ALK_Positive,0.122695,0.300723,0.300723,1497,4978,4978,?a
?a  drug  Cisplatin  ?a  hasRelapse  No   ,?a  biomarker  EGFR_Positive,0.044341,0.300723,0.300723,541,1799,1799,?a
?a  drug  Vinorelbine   ,?a  biomarker  ROS1_Positive,0.087288,0.300508,0.300508,1065,3544,3544,?a
?a  drug  Afatinib  ?a  sex  female   ,?a  biomarker  EGFR_Positive,0.042292,0.300349,0.300349,516,1718,1718,?a
?a  comorbidity  Others   ,?a  biomarker  ROS1_Positive,0.105975,0.300348,0.300348,1293,4305,4305,?a
?a  drug  Nivolumab  ?a  smokingHabit  Unknown   ,?a  biomarker  EGFR_Positive,0.020162,0.3,0.3,246,820,820,?a
?a  drug  Cisplatin   ,?a  biomarker  ALK_Positive,0.086222,0.299289,0.299289,1052,3515,3515,?a
?a  comorbidity  Others  ?a  drug  Afatinib   ,?a  biomarker  EGFR_Positive,0.035817,0.29911,0.29911,437,1461,1461,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  Unknown   ,?a  biomarker  ROS1_Positive,0.024588,0.299103,0.299103,300,1003,1003,?a
?a  sex  female  ?a  smokingHabit  Unknown   ,?a  biomarker  ROS1_Positive,0.029834,0.299096,0.299096,364,1217,1217,?a
?a  drug  Carboplatin  ?a  sex  female   ,?a  biomarker  ROS1_Positive,0.041472,0.299054,0.299054,506,1692,1692,?a
?a  ageCategory  old  ?a  smokingHabit  Unknown   ,?a  biomarker  ROS1_Positive,0.030161,0.298944,0.298944,368,1231,1231,?a
?a  hasRelapse  No   ,?a  biomarker  ALK_Positive,0.122121,0.298837,0.298837,1490,4986,4986,?a
?a  comorbidity  Others  ?a  sex  male   ,?a  biomarker  EGFR_Positive,0.052373,0.298738,0.298738,639,2139,2139,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  EGFR_Positive,0.103762,0.298585,0.298585,1266,4240,4240,?a
?a  drug  Afatinib   ,?a  biomarker  ALK_Positive,0.085649,0.298571,0.298571,1045,3500,3500,?a
?a  drug  Afatinib  ?a  hasRelapse  Yes   ,?a  biomarker  EGFR_Positive,0.043357,0.298364,0.298364,529,1773,1773,?a
?a  smokingHabit  Unknown   ,?a  biomarker  ROS1_Positive,0.059913,0.297881,0.297881,731,2454,2454,?a
?a  comorbidity  Depression  ?a  sex  female   ,?a  biomarker  ROS1_Positive,0.050979,0.29775,0.29775,622,2089,2089,?a
?a  comorbidity  Depression   ,?a  biomarker  ALK_Positive,0.103434,0.297642,0.297642,1262,4240,4240,?a
?a  comorbidity  Others  ?a  hasRelapse  No   ,?a  biomarker  EGFR_Positive,0.052209,0.297525,0.297525,637,2141,2141,?a
?a  comorbidity  Cardiopathy   ,?a  biomarker  ROS1_Positive,0.102287,0.297426,0.297426,1248,4196,4196,?a
?a  comorbidity  Depression   ,?a  biomarker  ROS1_Positive,0.103352,0.297406,0.297406,1261,4240,4240,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  NonSmoker   ,?a  biomarker  EGFR_Positive,0.026555,0.297248,0.297248,324,1090,1090,?a
?a  comorbidity  Depression  ?a  comorbidity  Others   ,?a  biomarker  EGFR_Positive,0.034096,0.297143,0.297143,416,1400,1400,?a
?a  comorbidity  Others  ?a  smokingHabit  NonSmoker   ,?a  biomarker  EGFR_Positive,0.02549,0.297039,0.297039,311,1047,1047,?a
?a  drug  Carboplatin  ?a  hasRelapse  Yes   ,?a  biomarker  EGFR_Positive,0.041554,0.297012,0.297012,507,1707,1707,?a
?a  hasRelapse  No  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  ROS1_Positive,0.029178,0.296914,0.296914,356,1199,1199,?a
?a  drug  Carboplatin  ?a  smokingHabit  Unknown   ,?a  biomarker  EGFR_Positive,0.021228,0.296678,0.296678,259,873,873,?a
?a  drug  Carboplatin   ,?a  biomarker  ROS1_Positive,0.083928,0.296382,0.296382,1024,3455,3455,?a
?a  drug  Afatinib   ,?a  biomarker  EGFR_Positive,0.084993,0.296286,0.296286,1037,3500,3500,?a
?a  hasRelapse  No   ,?a  biomarker  ROS1_Positive,0.121056,0.296229,0.296229,1477,4986,4986,?a
?a  sex  female   ,?a  biomarker  ROS1_Positive,0.119908,0.296154,0.296154,1463,4940,4940,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  Yes   ,?a  biomarker  EGFR_Positive,0.050816,0.296084,0.296084,620,2094,2094,?a
?a  comorbidity  Cardiopathy  ?a  drug  Carboplatin   ,?a  biomarker  EGFR_Positive,0.034341,0.295695,0.295695,419,1417,1417,?a
?a  sex  female   ,?a  biomarker  ALK_Positive,0.11958,0.295344,0.295344,1459,4940,4940,?a
?a  ageCategory  old   ,?a  biomarker  ROS1_Positive,0.121547,0.295301,0.295301,1483,5022,5022,?a
?a  hasRelapse  No  ?a  smokingHabit  NonSmoker   ,?a  biomarker  EGFR_Positive,0.029834,0.294737,0.294737,364,1235,1235,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  biomarker  EGFR_Positive,0.059012,0.294479,0.294479,720,2445,2445,?a
?a  drug  Carboplatin  ?a  sex  male   ,?a  biomarker  EGFR_Positive,0.042537,0.294385,0.294385,519,1763,1763,?a
?a  comorbidity  Others  ?a  drug  Vinorelbine   ,?a  biomarker  EGFR_Positive,0.037456,0.294269,0.294269,457,1553,1553,?a
?a  hasRelapse  Yes  ?a  smokingHabit  Unknown   ,?a  biomarker  EGFR_Positive,0.029096,0.294118,0.294118,355,1207,1207,?a
?a  drug  Vinorelbine  ?a  smokingHabit  NonSmoker   ,?a  biomarker  EGFR_Positive,0.020818,0.293981,0.293981,254,864,864,?a
?a  drug  Cisplatin   ,?a  biomarker  EGFR_Positive,0.084665,0.293883,0.293883,1033,3515,3515,?a
?a  drug  Nivolumab   ,?a  biomarker  ALK_Positive,0.080731,0.293767,0.293767,985,3353,3353,?a
?a  comorbidity  Depression  ?a  hasRelapse  Yes   ,?a  biomarker  EGFR_Positive,0.050816,0.2937,0.2937,620,2111,2111,?a
?a  comorbidity  Others   ,?a  biomarker  EGFR_Positive,0.103516,0.29338,0.29338,1263,4305,4305,?a
?a  comorbidity  Cardiopathy  ?a  sex  female   ,?a  biomarker  EGFR_Positive,0.049176,0.293255,0.293255,600,2046,2046,?a
?a  comorbidity  Cardiopathy   ,?a  biomarker  ALK_Positive,0.100729,0.292898,0.292898,1229,4196,4196,?a
?a  comorbidity  Depression  ?a  sex  male   ,?a  biomarker  EGFR_Positive,0.051635,0.292887,0.292887,630,2151,2151,?a
?a  smokingHabit  CurrentSmoker   ,?a  biomarker  ROS1_Positive,0.05893,0.292633,0.292633,719,2457,2457,?a
?a  sex  female   ,?a  biomarker  EGFR_Positive,0.118433,0.29251,0.29251,1445,4940,4940,?a
?a  comorbidity  Depression  ?a  smokingHabit  NonSmoker   ,?a  biomarker  EGFR_Positive,0.025818,0.292479,0.292479,315,1077,1077,?a
?a  drug  Nivolumab  ?a  hasRelapse  Yes   ,?a  biomarker  EGFR_Positive,0.040079,0.292289,0.292289,489,1673,1673,?a
?a  hasRelapse  Yes  ?a  sex  male   ,?a  biomarker  EGFR_Positive,0.060323,0.292179,0.292179,736,2519,2519,?a
?a  comorbidity  Depression  ?a  drug  Nivolumab   ,?a  biomarker  EGFR_Positive,0.03344,0.291637,0.291637,408,1399,1399,?a
?a  hasRelapse  Yes   ,?a  biomarker  EGFR_Positive,0.119744,0.291384,0.291384,1461,5014,5014,?a
?a  hasRelapse  No   ,?a  biomarker  EGFR_Positive,0.118925,0.291015,0.291015,1451,4986,4986,?a
?a  comorbidity  Cardiopathy   ,?a  biomarker  EGFR_Positive,0.099992,0.290753,0.290753,1220,4196,4196,?a
?a  drug  Afatinib   ,?a  biomarker  ROS1_Positive,0.083354,0.290571,0.290571,1017,3500,3500,?a
?a  comorbidity  Depression   ,?a  biomarker  EGFR_Positive,0.100975,0.290566,0.290566,1232,4240,4240,?a
?a  drug  Nivolumab  ?a  sex  male   ,?a  biomarker  EGFR_Positive,0.041308,0.29049,0.29049,504,1735,1735,?a
?a  sex  male   ,?a  biomarker  EGFR_Positive,0.120236,0.289921,0.289921,1467,5060,5060,?a
?a  drug  Carboplatin  ?a  drug  Vinorelbine   ,?a  biomarker  EGFR_Positive,0.022047,0.289871,0.289871,269,928,928,?a
?a  drug  Nivolumab   ,?a  biomarker  EGFR_Positive,0.079502,0.289293,0.289293,970,3353,3353,?a
?a  drug  Vinorelbine   ,?a  biomarker  EGFR_Positive,0.083518,0.287528,0.287528,1019,3544,3544,?a
?a  biomarker  EGFR_Positive  ?a  drug  Cisplatin   ,?a  smokingHabit  PreviousSmoker,0.0296,0.286544,0.286544,296,1033,1033,?a
?a  drug  Carboplatin   ,?a  biomarker  EGFR_Positive,0.081141,0.286541,0.286541,990,3455,3455,?a
?a  smokingHabit  CurrentSmoker   ,?a  biomarker  ALK_Positive,0.0577,0.286528,0.286528,704,2457,2457,?a
?a  smokingHabit  Unknown   ,?a  biomarker  EGFR_Positive,0.057536,0.286064,0.286064,702,2454,2454,?a
?a  smokingHabit  NonSmoker   ,?a  biomarker  EGFR_Positive,0.058192,0.285944,0.285944,710,2483,2483,?a
?a  biomarker  EGFR_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.0275,0.283505,0.283505,275,970,970,?a
?a  smokingHabit  PreviousSmoker   ,?a  biomarker  EGFR_Positive,0.060159,0.281658,0.281658,734,2606,2606,?a
?a  comorbidity  Cardiopathy  ?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.0414,0.280678,0.280678,414,1475,1475,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  Unknown,0.0358,0.280125,0.280125,358,1278,1278,?a
?a  ageCategory  young   ,?a  biomarker  EGFR_Positive,0.114007,0.279429,0.279429,1391,4978,4978,?a
?a  ageCategory  old  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  PreviousSmoker,0.059,0.279356,0.279356,590,2112,2112,?a
?a  comorbidity  Diabetes_Mellitus  ?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.0387,0.279221,0.279221,387,1386,1386,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.0405,0.277207,0.277207,405,1461,1461,?a
?a  drug  Vinorelbine  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.049,0.277149,0.277149,490,1768,1768,?a
?a  biomarker  ALK_Positive  ?a  biomarker  ROS1_Positive   ,?a  smokingHabit  NonSmoker,0.0205,0.277027,0.277027,205,740,740,?a
?a  biomarker  ROS1_Positive  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.0405,0.276828,0.276828,405,1463,1463,?a
?a  biomarker  EGFR_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  CurrentSmoker,0.0287,0.27676,0.27676,287,1037,1037,?a
?a  drug  Vinorelbine  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.048,0.276498,0.276498,480,1736,1736,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.0371,0.275836,0.275836,371,1345,1345,?a
?a  ageCategory  old  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.0488,0.274311,0.274311,488,1779,1779,?a
?a  ageCategory  old  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.0673,0.274134,0.274134,673,2455,2455,?a
?a  comorbidity  Others  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.0425,0.273664,0.273664,425,1553,1553,?a
?a  comorbidity  Depression  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  PreviousSmoker,0.0375,0.273523,0.273523,375,1371,1371,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  NonSmoker,0.0336,0.273393,0.273393,336,1229,1229,?a
?a  biomarker  EGFR_Positive  ?a  sex  female   ,?a  smokingHabit  CurrentSmoker,0.0395,0.273356,0.273356,395,1445,1445,?a
?a  biomarker  ROS1_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.0291,0.273239,0.273239,291,1065,1065,?a
?a  biomarker  ALK_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.0269,0.273096,0.273096,269,985,985,?a
?a  ageCategory  old  ?a  biomarker  ROS1_Positive   ,?a  smokingHabit  PreviousSmoker,0.0405,0.273095,0.273095,405,1483,1483,?a
?a  ageCategory  young  ?a  biomarker  EGFR_Positive   ,?a  smokingHabit  CurrentSmoker,0.0379,0.272466,0.272466,379,1391,1391,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.0352,0.272235,0.272235,352,1293,1293,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  No   ,?a  smokingHabit  Unknown,0.0405,0.271812,0.271812,405,1490,1490,?a
?a  comorbidity  Cardiopathy  ?a  drug  Cisplatin   ,?a  smokingHabit  PreviousSmoker,0.0415,0.271775,0.271775,415,1527,1527,?a
?a  ageCategory  old  ?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.0601,0.271087,0.271087,601,2217,2217,?a
?a  biomarker  ALK_Positive  ?a  drug  Afatinib   ,?a  smokingHabit  PreviousSmoker,0.0283,0.270813,0.270813,283,1045,1045,?a
?a  ageCategory  old  ?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.0466,0.270773,0.270773,466,1721,1721,?a
?a  biomarker  ROS1_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.0284,0.270219,0.270219,284,1051,1051,?a
?a  ageCategory  old  ?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.0477,0.270102,0.270102,477,1766,1766,?a
?a  drug  Carboplatin   ,?a  drug  Afatinib,0.053723,0.270043,0.270043,933,3455,3455,?a
?a  biomarker  ALK_Positive  ?a  drug  Cisplatin   ,?a  smokingHabit  Unknown,0.0284,0.269962,0.269962,284,1052,1052,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.0564,0.269727,0.269727,564,2091,2091,?a
?a  drug  Afatinib  ?a  drug  Cisplatin   ,?a  smokingHabit  Unknown,0.0228,0.269504,0.269504,228,846,846,?a
?a  biomarker  ALK_Positive  ?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.042,0.269403,0.269403,420,1559,1559,?a
?a  comorbidity  Others  ?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.0576,0.269285,0.269285,576,2139,2139,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.0571,0.269086,0.269086,571,2122,2122,?a
?a  biomarker  ALK_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.0265,0.269036,0.269036,265,985,985,?a
?a  drug  Carboplatin   ,?a  drug  Cisplatin,0.053492,0.268886,0.268886,929,3455,3455,?a
?a  comorbidity  Cardiopathy  ?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.0381,0.268878,0.268878,381,1417,1417,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.0353,0.268645,0.268645,353,1314,1314,?a
?a  biomarker  Unknown  ?a  sex  female   ,?a  smokingHabit  NonSmoker,0.044,0.26862,0.26862,440,1638,1638,?a
?a  drug  Carboplatin   ,?a  drug  Vinorelbine,0.053435,0.268596,0.268596,928,3455,3455,?a
?a  comorbidity  Others  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.0575,0.268566,0.268566,575,2141,2141,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  CurrentSmoker,0.034,0.268562,0.268562,340,1266,1266,?a
?a  ageCategory  old  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  NonSmoker,0.0559,0.268234,0.268234,559,2084,2084,?a
?a  drug  Nivolumab  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.0434,0.268232,0.268232,434,1618,1618,?a
?a  biomarker  Unknown  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  PreviousSmoker,0.0365,0.268185,0.268185,365,1361,1361,?a
?a  biomarker  Unknown  ?a  drug  Cisplatin   ,?a  smokingHabit  CurrentSmoker,0.0307,0.267655,0.267655,307,1147,1147,?a
?a  biomarker  ALK_Positive  ?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.0285,0.267606,0.267606,285,1065,1065,?a
?a  drug  Vinorelbine  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.0475,0.267455,0.267455,475,1776,1776,?a
?a  ageCategory  old  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.0675,0.267327,0.267327,675,2525,2525,?a
?a  drug  Nivolumab   ,?a  drug  Cisplatin,0.051592,0.267223,0.267223,896,3353,3353,?a
?a  drug  Cisplatin  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.0244,0.266958,0.266958,244,914,914,?a
?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.1149,0.266899,0.266899,1149,4305,4305,?a
?a  drug  Afatinib  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.023,0.266821,0.266821,230,862,862,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Others   ,?a  smokingHabit  NonSmoker,0.0345,0.266821,0.266821,345,1293,1293,?a
?a  ageCategory  young  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.0671,0.266587,0.266587,671,2517,2517,?a
?a  drug  Afatinib   ,?a  drug  Carboplatin,0.053723,0.266571,0.266571,933,3500,3500,?a
?a  drug  Carboplatin  ?a  sex  female   ,?a  smokingHabit  Unknown,0.0451,0.266548,0.266548,451,1692,1692,?a
?a  ageCategory  old  ?a  drug  Cisplatin   ,?a  smokingHabit  PreviousSmoker,0.0472,0.266366,0.266366,472,1772,1772,?a
?a  biomarker  ALK_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.0289,0.266359,0.266359,289,1085,1085,?a
?a  hasRelapse  No  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.0651,0.266258,0.266258,651,2445,2445,?a
?a  ageCategory  old   ,?a  smokingHabit  PreviousSmoker,0.1337,0.266229,0.266229,1337,5022,5022,?a
?a  comorbidity  Cardiopathy  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.038,0.266106,0.266106,380,1428,1428,?a
?a  comorbidity  Cardiopathy  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.0395,0.265993,0.265993,395,1485,1485,?a
?a  drug  Carboplatin  ?a  hasRelapse  Yes   ,?a  smokingHabit  PreviousSmoker,0.0454,0.265964,0.265964,454,1707,1707,?a
?a  drug  Afatinib  ?a  drug  Cisplatin   ,?a  smokingHabit  NonSmoker,0.0225,0.265957,0.265957,225,846,846,?a
?a  comorbidity  Depression  ?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.0372,0.265904,0.265904,372,1399,1399,?a
?a  drug  Carboplatin  ?a  drug  Cisplatin   ,?a  smokingHabit  Unknown,0.0247,0.265877,0.265877,247,929,929,?a
?a  biomarker  EGFR_Positive  ?a  sex  male   ,?a  smokingHabit  NonSmoker,0.039,0.265849,0.265849,390,1467,1467,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  PreviousSmoker,0.1127,0.265802,0.265802,1127,4240,4240,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  NonSmoker,0.0324,0.265574,0.265574,324,1220,1220,?a
?a  comorbidity  Depression  ?a  drug  Cisplatin   ,?a  smokingHabit  Unknown,0.0393,0.265361,0.265361,393,1481,1481,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.0555,0.265043,0.265043,555,2094,2094,?a
